id,nameWithOwner,description,stargazerCount,forkCount,createdAt,updatedAt,isArchived,isFork,homepageUrl,license,topics,languages,openIssues,ownerType
R_kgDOPRybDg,turtir-ai/mcp-ecosystem-platform,"🚀 Ultimate Developer Productivity Suite - 11 specialized MCP servers for AI-powered code analysis, security scanning, browser automation, and workflow orchestration. FastAPI + React + TypeScript + Docker ready.",6,1,2025-07-24T03:11:57Z,2025-10-04T13:58:21Z,False,False,https://github.com/turtir-ai/mcp-ecosystem-platform,MIT License,"ai, ai-agents, automation, browser-automation, code-analysis, developer-productivity, devtools, docker, fastapi, kubernetes","Dockerfile, Python, Mako, HTML, TypeScript, CSS, PowerShell, JavaScript, C, Batchfile",1,User
R_kgDOL-rt7w,santhosh-chinnasamy/cliq,open frequently accessed memorable shorten urls from cli,6,1,2024-05-21T16:10:42Z,2025-08-27T06:24:54Z,False,False,,MIT License,"cli, cliq, command-line, go-links, golink, golinks, rust, url-shortener, developer-productivity, git-open",Rust,4,User
R_kgDOLK2k7A,francoogilli/devresources,💫 A excellent list of resources for devs.  Built with Next.js & Tailwind CSS.,6,2,2024-01-29T00:31:21Z,2024-02-06T22:53:42Z,False,False,https://resourcesdev.vercel.app,,"backend, developer-tools, frontend, information, open-source, developer-productivity, resources, web-development","JavaScript, TypeScript, CSS",1,User
MDEwOlJlcG9zaXRvcnkxNzE0MTQwMTE=,atej/alfred-webs,Alfred workflow to quickly spin up local front-end web development environments.,6,2,2019-02-19T05:54:34Z,2025-04-14T17:50:27Z,False,False,https://atej.github.io/alfred-webs/,,"alfred, alfred-worklow, alfred3-workflow, web-development, web-development-tools, developer-experience, developer-productivity, front-end-developer-tool, front-end-development, macos","JavaScript, HTML, CSS",0,User
R_kgDOPvSs_A,neverinfamous/memory-journal-mcp,"A MCP server built for developers enabling Git based context and project management. Think of it as a scrapbook for your projects that captures technical details, GitHub issues, PRs, Actions, code context, and the personal threads that shape a project's story.",5,2,2025-09-13T16:34:08Z,2025-12-28T17:40:13Z,False,False,https://adamic.tech/articles/memory-journal-mcp-server,MIT License,"ai, mcp, mcp-server, mcp-servers, mcp-tools, developer-productivity, developer-tools, cursor, cursor-ai, journaling","Dockerfile, JavaScript, TypeScript",0,User
R_kgDOPqENvA,jonathanglasmeyer/FluidVoice,"A lightweight macOS menu bar app for quick on-device audio transcription using Parakeet v3 Multilingual. Press a hotkey, record your thoughts, and get instant text that's automatically inserted in your active app.",5,1,2025-09-04T21:39:19Z,2025-12-15T12:14:35Z,False,True,,MIT License,"developer-productivity, developer-tools, macos, speech-recognition, speech-to-text, voice-recognition, whisper","Shell, Python, Swift, Just",0,User
R_kgDOPVjqmQ,yani2298/github-repo-cleaner-pro,"🧹 Professional GitHub repository cleaner with intelligent protection, modern CLI interface, and advanced configuration. Smart cleanup tool for developers.",5,2,2025-07-30T18:18:21Z,2025-08-09T11:11:35Z,False,False,,MIT License,"automation, bash, bash-script, cleanup-tool, cli-tool, command-line-tool, developer-productivity, developer-tools, devops, git",Shell,0,User
R_kgDOPMw94Q,AmariahAK/commit-checker,Stay consistent. Stay accountable. Stay committed,5,0,2025-07-15T08:07:33Z,2025-11-22T15:58:59Z,False,False,,Other,"ai-assistant, cli-tool, commit-checker, developer-productivity, git-hooks, open-source-ai, python-cli","Python, Shell",0,User
R_kgDONAHfIQ,dipanshurdev/devpath,Your ultimate roadmap to becoming a successful developer!🚀🌟✨,5,2,2024-10-14T15:55:24Z,2025-12-20T16:53:24Z,False,False,https://devpath.netlify.app,MIT License,"appwrite, developer-productivity, nextjs, reactflow, reactjs, roadmap-website, roadmaps, shadcn-ui, tailwindcss, learning","TypeScript, JavaScript, CSS",0,User
R_kgDOJ8y0hg,gradle/sbt-build-scan-quickstart,An example project showcasing how to experience the Build Scan® service of Develocity with sbt,5,6,2023-07-18T07:06:48Z,2025-12-09T16:16:02Z,False,False,https://gradle.com/gradle-enterprise-solutions/sbt-build-system/,Apache License 2.0,"developer-experience, developer-productivity, developer-tools, gradle-enterprise, productivity, sbt, scala, develocity",Scala,0,Organization
MDEwOlJlcG9zaXRvcnkzMzYwNjkwODU=,bmalbusca/dworkspace,"dWorkspace, the holy script for arranging code directories. The primary concept is to create a simple and quick way to move to other computers without  wasting time creating your favorite development folder struture. Often translated as a STANDARD for code organization.",5,0,2021-02-04T20:05:01Z,2025-04-08T01:25:42Z,False,False,,,"directory-tree, subdirectories, workspace, developer-productivity, code, organization",Shell,1,User
R_kgDOQdk2tQ,captjt/devproc,A terminal UI application for managing your local development environment.,4,0,2025-11-26T16:34:51Z,2025-12-05T18:00:21Z,False,False,https://captjt.github.io/devproc/,MIT License,"developer-tools, docker-compose, procfile, bun, developer-productivity, docker, localstack","Ruby, TypeScript, JavaScript",0,User
R_kgDOQVQY4g,GLINCKER/claude-code-marketplace,"Community-driven Claude Code marketplace with specialized AI agents for the full SDLC. Features multi-agent coordination, workflow orchestration, and 100+ API integrations. Includes code review, security   scanning, deployment automation, performance optimization, and more. Production-ready tools built by developers, for developers.",4,1,2025-11-13T21:05:59Z,2025-12-20T09:12:29Z,False,False,https://www.glincker.com/,Apache License 2.0,"ai, ai-agents, claude, claude-code, automation, cicd, code-review, deployment-automation, developer-productivity, developer-tools",,0,Organization
R_kgDOP_4Lrg,kunwar-shah/mini-coder-brain,"Transform Claude Code into a persistent, context-aware development partner. Universal memory system with automatic project detection, cross-session continuity, and intelligent cleanup. Zero config, works with any tech stack. 30-second setup.",4,0,2025-10-10T11:14:51Z,2025-12-03T13:17:14Z,False,False,https://kunwar-shah.github.io/mini-coder-brain/,MIT License,"ai-assistant, ai-memory, claude-code, code-context, context-awareness, developer-productivity, development-tools, memory-bank, session-management, universal-tooling","Shell, Python",0,User
R_kgDOPk7dWg,KubrickCode/Quick-Command-Buttons,⚡ Turn long terminal commands into one-click buttons. No more typing complex CLI commands - just click and execute from your status bar.,4,0,2025-08-27T03:21:27Z,2025-12-24T08:55:34Z,False,False,https://open-vsx.org/extension/KubrickCode/quick-command-buttons,MIT License,"build-automation, developer-productivity, git-commands, npm-scripts, terminal-automation, terminal-productivity, vscode-extension, cli-shortcuts, command-shortcuts, one-click-execution","Shell, TypeScript, Just, JavaScript, HTML, CSS",13,User
R_kgDOPR4Y6g,PIYUSH1SAINI/ReadMe-wiz,"🧙 A simple CLI tool to auto-generate clean, professional README.md files for your projects using AI and code analysis.",4,0,2025-07-24T07:09:16Z,2025-09-28T12:13:08Z,False,False,https://www.npmjs.com/package/readme-wiz,,"npm, readme, readme-generator, ai-devtools, ai-readme-generator, cli-tool, code-documentation, code-parser, dev-tools, developer-productivity","JavaScript, C++, C#, CSS, Go, HTML, Java, PHP, Python, Ruby",0,User
R_kgDOO_WABA,shi88ihs/Termux-ADB-SSH-StartUp_Connection-Info-Widget,"A script for Termux:Widget that displays your device's ADB & SSH connection info. It enables ADB over Wi-Fi (root required), starts the SSH server, and shows the local IP and ports in a colorful android home screen widget terminal and as a toast notification. Perfect for quick wireless shell access to your Android device.",4,0,2025-06-21T06:22:10Z,2025-12-18T03:52:20Z,False,False,,,"adb, adb-server, android-debug-bridge, developer-productivity, developer-tools, remote-access, reverse-shell, shell, ssh, ssh-server",Shell,0,User
R_kgDONWwlDQ,Capevace/llm-magic,LLM-agnostic AI toolkit for Laravel,4,2,2024-11-30T00:16:30Z,2025-10-29T16:49:42Z,False,False,,GNU Affero General Public License v3.0,"ai, anthropic, developer-productivity, gemini, gpt-4, laravel, laravel-package, llm, openai, php","PHP, Python, Blade, Dockerfile",0,User
R_kgDONOX_yw,Andrei-Constantin-Programmer/TDD_In_Practice,"⛏️ Repository containing scripts and other resources for finding out how many projects use TDD in practice, based on Git history.",4,1,2024-11-12T20:41:40Z,2025-06-18T10:55:29Z,False,False,,Apache License 2.0,"git, python, repository-mining, tdd, university-project, pydriller, apache, unit-testing, matplotlib, data-analysis",Python,0,User
R_kgDOMw1DkQ,wesleyscholl/git-commit-push-script,"🤖⚡ Automate your entire Git workflow with AI! One command (cm) to stage, generate intelligent commit messages using Ollama + Mistral AI, and push to GitHub. Saves 5+ minutes! 👨🏻‍💻➡️❇️",4,0,2024-09-12T17:33:43Z,2025-11-08T02:37:01Z,False,False,https://github.com/wesleyscholl/git-commit-push-script,MIT License,"ollama, ai-powered, artificial-intelligence, bash-scripting, cli-automation, code-management, commit-message-generator, developer-experience, developer-productivity, devops-tools",Shell,0,User
R_kgDOJpU4lQ,thekosmix/node-decorators,Typescript decorator implementation for caching and logging,4,0,2023-05-30T14:07:47Z,2025-08-30T10:28:24Z,False,False,https://www.linkedin.com/pulse/why-use-decorators-typescript-siddharth-kumar/,MIT License,"caching, decorators, developer-productivity, logging, typescript",TypeScript,0,User
R_kgDOIJ5EQg,catchpoint/foresight-issues,This is the place where the Foresight issues are put in the table,4,1,2022-10-07T11:12:11Z,2025-04-29T13:35:02Z,False,False,,,"ci, ci-monitoring-devops, cicd, developer-productivity, devops, devops-tools",,9,Organization
R_kgDOHWszpA,unflakable/unflakable-javascript,Official Unflakable Plugins for JavaScript,4,0,2022-05-18T07:57:36Z,2024-10-11T10:19:00Z,True,False,https://unflakable.com,MIT License,"javascript, testing, ci, ci-cd, developer-productivity, flakiness, flaky, flaky-tests, javascript-testing, jest","JavaScript, TypeScript, HTML",0,Organization
R_kgDOQK4D6w,SecrinLabs/secrin,"Secrin is a real-time assistant that gives developers instant context from their code, issues, and docs.",3,0,2025-10-28T16:38:38Z,2025-12-21T07:13:14Z,False,False,https://secrinlabs.com,GNU Affero General Public License v3.0,"ai-for-developers, code-intelligence, code-search-engine, codebase-analysis, context-aware-ai, contextual-chatbot, developer-assistant, developer-productivity, embeddings, fastapi","Python, Cypher, CSS, TypeScript, JavaScript",12,Organization
R_kgDOQCBWvA,airmcp-com/mcp-standards,Self-learning AI standards system - learns from corrections and auto-updates CLAUDE.md,3,0,2025-10-14T05:01:56Z,2025-12-16T15:10:36Z,True,False,,MIT License,"ai-assistant, ai-coding-assistant, anthropic, automation, claude, code-quality, coding-standards, configuration-management, cursor-ai, developer-productivity","Shell, JavaScript, Python",0,Organization
R_kgDOP-Xg-w,aido-dev/aido,"Meet Aido — your open-source, multi-provider AI coding assistant for GitHub. Run code reviews, summaries, explanations, and code improvements directly from pull request comments using aido <command>. Fully modular, configurable, and extensible to fit your workflows.",3,1,2025-10-08T06:54:55Z,2025-12-18T06:40:11Z,False,False,https://aido-dev.ai,Apache License 2.0,"ai, ai-assistant, ai-coding-assistant, ai-reviewer, automation, chatgpt, claude, code-quality, code-review, continuous-integration",JavaScript,0,Organization
R_kgDOPSebrQ,Qirvo/qirvo-echo-cli,"⚡ Qirvo CLI — Command Anything, Anywhere",3,0,2025-07-25T06:50:14Z,2025-11-14T20:35:41Z,False,False,https://qirvo.ai,GNU Affero General Public License v3.0,"ai-developer-tools, automation, cli, command-automation, developer-productivity, github-integration, n8n, nodejs, open-source, productivity","JavaScript, TypeScript",0,Organization
R_kgDOO6R01w,flores-ac/cursor-cortex,"Structured memory system for AI assistants. Eliminates context loss with branch notes, tacit knowledge, and project context. Local MCP integration for Cursor IDE.",3,0,2025-06-12T05:03:51Z,2025-11-21T23:58:27Z,False,False,,Other,"ai-assistant, ai-assistant-offline, cursor-ide, developer-productivity, developer-tools, javascript, knowledge-management, mcp, mcp-server, memory-system","JavaScript, Shell",0,User
R_kgDOOu1HRg,kev1n999/discord.py-boilerplate,Template/Boilerplate for developing Discord bots with Python. ,3,0,2025-05-22T20:44:00Z,2025-12-17T15:10:59Z,False,False,,MIT License,"basebot, basesystem, bot, botbase, developer-productivity, discord, discord-bot, discord-py, discordbot, python",Python,0,User
R_kgDOMldusg,atxtechbro/shell-tooling,A fun and nerdy collection of bash aliases and scripts to make your workflow smoother than butter on a hot pancake.,3,0,2024-08-19T15:10:24Z,2025-07-04T08:24:03Z,True,False,,,"developer-productivity, keyboard-shortcuts-library, shell-scripting, workflow-optimization",Shell,1,User
R_kgDOMPS5JA,rgilks/github-org-metrics,Developer productivity analytics. Python CLI that visualizes organization-wide contribution patterns and churn metrics via GitHub API.,3,1,2024-06-28T10:29:34Z,2025-12-21T13:46:55Z,False,False,,MIT License,"data-analysis, developer-productivity, engineering-metrics, github-api, python-cli",Python,0,User
R_kgDOLlTBVQ,a6h15hek/pancake,"Streamlines your project management workflow, simplifies syncing multiple projects from remote repositories, helps build and run projects on a local machine, and allows for the installation, uninstallation, and updating of development software and tools. No need to remember longer commands. Share your entire development setup with your work buddies",3,1,2024-03-25T15:49:28Z,2025-12-16T00:20:23Z,False,False,,Apache License 2.0,"pancake, command-line, cobra-cli, command-line-tool, developer-productivity, developer-tool, developer-tools, go, golang, a6h15hek","Go, Shell, PowerShell",1,User
MDEwOlJlcG9zaXRvcnkzODQ1ODk0MTM=,JosephLai241/shift,A command-line tool designed for contractors/remote workers who need to track their own hours. Or track time spent doing anything.,3,1,2021-07-10T01:59:51Z,2025-10-08T18:59:21Z,False,False,,MIT License,"golang, command-line-tool, timesheet, time-tracker, go, sqlite, contractor, remote-work, developer-productivity, csv",Go,0,User
MDEwOlJlcG9zaXRvcnkzNzE3MTgwNDE=,cerus/deploy-helper,deploy-helper is a small tool for artifact deployment targetted at software developers.,3,3,2021-05-28T13:58:02Z,2025-01-09T19:58:53Z,False,False,,GNU General Public License v3.0,"tool, java, ssh, deployment, devops, developer-tools, deployer, deploy-tool, devtools, productivity",Java,5,User
MDEwOlJlcG9zaXRvcnkzNDQ0MjU2NzY=,Tradeshift/actions-docs,GHA for building and publishing Tradeshift docs,3,5,2021-03-04T09:53:08Z,2025-12-01T12:49:04Z,False,False,,MIT License,developer-productivity,"TypeScript, JavaScript",1,Organization
MDEwOlJlcG9zaXRvcnkyNzkxNjEwODQ=,omgcheese/developerOptionsShortcuts,Shortcut TileService for frequent uses of developer options,3,0,2020-07-12T22:51:17Z,2023-01-29T03:49:43Z,True,False,,MIT License,"android, tool, developer-tools, developer-productivity",Kotlin,0,User
MDEwOlJlcG9zaXRvcnkyNDcwNjg1OTI=,Tradeshift/flagr-java,Java Client for Flagr,3,15,2020-03-13T12:41:07Z,2025-12-01T09:48:39Z,False,False,,,developer-productivity,Java,2,Organization
MDEwOlJlcG9zaXRvcnkxMzQ5MDQ3NTg=,Tradeshift/tradeshift-scripts,Build tooling for tradeshift npm packages,3,20,2018-05-25T21:05:55Z,2025-12-01T13:10:48Z,False,False,,MIT License,"npm, javascript, tradeshift, developer-productivity","JavaScript, TypeScript",1,Organization
MDEwOlJlcG9zaXRvcnk2OTg2OTMwNg==,Tradeshift/eslint-config-tradeshift,ESLint Shareable Config for JavaScript Tradeshift Style,3,6,2016-10-03T12:40:12Z,2025-12-01T08:20:44Z,False,False,,ISC License,developer-productivity,JavaScript,1,Organization
R_kgDOQtP9Jg,kibotu/git-panorama,"Answer ""who works on what?"" across your entire engineering org. Self-hosted git analytics with beautiful Grafana dashboards. Track contributions, identify experts, measure team velocity, and visualize activity patterns across all repositories.",2,0,2025-12-22T15:23:08Z,2025-12-23T13:16:52Z,False,False,https://medium.com/@kibotu/git-panorama-mapping-your-teams-codebase-journey-438dfb4d9bb8,Apache License 2.0,"analytics-dashboard, code-analytics, contribution-tracking, contributor-analytics, developer-productivity, developer-tools, elasticsearch, engineering-metrics, git-analytics, git-statistics","HTML, Shell, Python",0,User
R_kgDOQfy31w,akbarimajid/scaffold-template,"Build MVPs with AI that never forgets. Shadow AI system - 87% token reduction, zero knowledge loss.",2,0,2025-11-30T14:44:56Z,2025-12-06T00:00:25Z,False,False,,MIT License,"ai-agents, ai-coding, developer-productivity, shadow-ai","Makefile, Shell, Python",0,User
R_kgDOQcskNA,nguyenthienthanh/aura-frog,"Aura Frog — AI-powered structured development plugin for Claude Code Turn Claude Code into a full-fledged dev platform: Aura Frog brings 24 specialized agents, a 9-phase TDD workflow, built-in quality gates and 70+ commands so your team doesn’t need to manually draft prompts — just call the right command and follow guided instructions.",2,2,2025-11-25T11:50:43Z,2025-12-26T08:55:29Z,False,False,,,"ai-assisted-development, ai-for-developers, claude-code, code-quality, context-engineering, developer-productivity, engineering-process, multi-agent-system, prompt-engineering, software-engineering","Shell, JavaScript",0,User
R_kgDOQPXLJg,neverinfamous/kv-manager,"Cloudflare Workers KV Manager: Full-featured management platform for  designed for engineering teams and large-scale workloads. Browse namespaces, run bulk operations, search across your entire KV footprint, manage metadata and tags, automate backups to R2, and secure everything with Cloudflare Access Zero Trust and GitHub SSO.",2,0,2025-11-04T22:37:18Z,2025-12-27T19:17:56Z,False,False,https://adamic.tech/articles/kv-manager,MIT License,"cloudflare, cloudflare-kv, cloudflare-workers, developer-productivity, developer-tools, development-tools, react, shadcn, tailwind, typescript","JavaScript, HTML, TypeScript, CSS, Dockerfile",0,User
R_kgDOP-gpmA,jimyungkoh/done-list-generator,AI-powered CLI that turns your daily Git commits into a neat Markdown 'Done List' using LLMs ✨,2,1,2025-10-08T11:17:06Z,2025-10-18T06:36:51Z,False,False,https://www.npmjs.com/package/done-list-generator,,"ai, cli, commit-summary, daily-report, developer-productivity, llm, markdown, openrouter","JavaScript, TypeScript",0,User
R_kgDOPjgL4A,mabd-dev/reposcan,"reposcan -- A fast CLI tool to scan your system for Git repositories and report uncommitted files, unpushed commits, and unpulled changes. ",2,0,2025-08-24T19:11:56Z,2025-12-25T07:51:56Z,False,False,https://mabd.dev/projects/reposcan,Apache License 2.0,"cli-tool, command-line, developer-productivity, devops-tools, git-tools, git-utilities, golang, repository-management, workflow-automation",Go,0,User
R_kgDOPe0Pwg,kiapanahi/GitlabMetricsAnalyzer,A .NET 9 REST API that calculates developer productivity metrics from on-premise GitLab instances via live API calls. Built with .NET Aspire for cloud-native development and comprehensive engineering KPI analysis.,2,0,2025-08-16T06:22:33Z,2025-10-22T08:49:22Z,False,False,,MIT License,"analytics, aspire, csharp, developer-productivity, dotnet, engineering-metrics, gitlab, kpi, metrics",C#,3,User
R_kgDOPJI46A,rrudol/cursor-rulebook,"🎯 Curated collection of Cursor rules for modern development projects. Includes standards for React TypeScript, collaboration guidelines, AI behavior rules, and development tools configuration.",2,1,2025-07-08T16:59:05Z,2025-11-06T22:49:11Z,False,False,https://github.com/rrudol/cursor-rulebook#readme,,"ai-tools, coding-standards, cursor, developer-productivity, react, typescript, development-rules",Shell,0,User
R_kgDOO-MU9Q,adityaPorwal14/tech-resources-and-pdfs,"An extensive collection of high-quality PDF resources and guides for developers. Covers key Computer Science subjects such as Data Structures & Algorithms (DSA), Computer Networks, JavaScript, React, LinkedIn growth strategies, personal branding, and more.",2,0,2025-06-19T05:29:31Z,2025-09-30T16:24:22Z,False,False,,,"developer-productivity, developer-tools, guides, learning-resources, pdf-document, programming, resources, tech-guide",,0,User
R_kgDOOiDdeQ,rencire/devix,Configure your nix flake developer shell with developer profiles and modules,2,0,2025-04-30T01:55:25Z,2025-06-12T03:48:41Z,False,False,,GNU Affero General Public License v3.0,"developer-productivity, developer-tools, flake, flakelight, nix","Nix, Shell, Python",1,User
R_kgDONwZtNA,nshkrdotcom/vscode-extensions,"Custom VS Code extensions for enhanced developer productivity - specialized tooling for Elixir, AI development, and workflow automation",2,0,2025-01-27T18:53:41Z,2025-11-30T03:14:22Z,False,False,,MIT License,"code-editor, coding, customization, developer-productivity, developer-tools, development, development-tools, editor, editor-extension, extensions","JavaScript, PowerShell, TypeScript",2,User
R_kgDOM-78Fw,hemants1703/AmbitiousYou_SvelteKit,AmbitiousYou let's you become a superhuman by letting you focus on your life goals in a prioritised approach!,2,0,2024-10-11T17:02:42Z,2025-12-02T19:27:50Z,False,False,https://ambitiousyou.pro,MIT License,"appwrite, sveltekit, typescript, pnpm, javascript, cloudflare, cloudflare-dns, cloudflare-pages, cloudflare-workers, ambitious-applications","JavaScript, TypeScript, CSS, HTML, Svelte",0,User
R_kgDOM8no5g,shaharia-lab/devex-resources,This repository serves as a curated collection of valuable resources focused on improving developer experience (DevEx) and measuring developer productivity,2,0,2024-10-07T10:27:55Z,2024-10-23T04:23:12Z,False,False,http://resources.devex.dev/,MIT License,"developer-experience, developer-productivity, devex, devex-resources",,0,Organization
R_kgDOJImV-Q,kdcllc/windows11-to-linux-dev-journey,"Explore the journey of transitioning from Windows 11 to Linux as a full-stack developer. This repository documents tools, workflows, and tips for a seamless migration, covering everything from Linux setup, shell scripts, and developer productivity enhancements. Perfect for developers looking to embrace Linux and optimize their development env.",2,0,2023-03-12T15:45:13Z,2025-05-02T00:59:47Z,False,False,,GNU General Public License v3.0,"cross-platform-development, developer-productivity, full-stack-development, linux-development, linux-for-developers, linux-setup, linux-terminal, open-source-tools, shell-scripting, software-development",Shell,0,User
R_kgDOGVMzlQ,Tradeshift/actions-workflow-npm,This is actions-workflow-npm,2,8,2021-11-05T08:52:26Z,2025-12-01T09:54:31Z,False,False,,,developer-productivity,,1,Organization
MDEwOlJlcG9zaXRvcnkyOTk4ODg1NjM=,peasey/cloudflare-workers-local-dev-poc,"A minimal example from a proof of concept to enhance the local development experience for Cloudflare Workers by creating some abstractions to enable development, testing and debugging with Node.js and VS Code.",2,0,2020-09-30T10:48:37Z,2020-12-11T15:08:54Z,False,False,https://blog.peasey.co.uk/blog/enhancing-the-development-experience-for-cloudflare-workers/,MIT License,"cloudflare-workers, serverless, serverless-framework, serverless-plugin, developer-experience, developer-productivity, nodejs, vscode",JavaScript,0,User
MDEwOlJlcG9zaXRvcnkxODYyNzg0ODY=,akasranjan005/developer-cheat-sheet,"developer setup tools, tips and tricks",2,1,2019-05-12T16:30:48Z,2021-03-27T16:03:12Z,False,False,,,"developer-tools, developer-productivity, jupyter-notebook, themes, terminal-themes",,0,User
R_kgDOQsnGvA,a-ariff/ariff-claude-plugins,"🔌 Production-ready Claude Code plugin marketplace with 41 components: 21 autonomous agents, 15 power skills, 2 smart hooks, 2 custom commands. Transform Claude Code into an autonomous development powerhouse. One-line install, cross-device sync, comprehensive documentation.",1,0,2025-12-21T11:52:55Z,2025-12-23T09:58:11Z,False,False,,MIT License,"ai-agents, ai-automation, ai-development, ai-plugins, ai-skills, autonomous-agents, claude-ai, claude-code, claude-extensions, code-assistant",Shell,0,User
R_kgDOQsU51A,ali5ter/claude-cli-ux-skill,"🔬 Expert UX testing skill for CLIs and developer tools. Automatically evaluates command-line interfaces for usability, accessibility, and developer experience in Claude Code.",1,0,2025-12-20T18:33:39Z,2025-12-24T04:24:44Z,False,False,,MIT License,"accessibility, api-design, claude-code, claude-skill, cli, cli-testing, command-line, developer-experience, developer-productivity, developer-tools",Shell,2,User
R_kgDOQkP0Ug,SireJeff/claude-context-engineering-template,"A portable template for Claude Code context engineering with zero-search loading, <40% context utilization, and 10× faster issue resolution. Proven to save 77% time in real-world development workflows",1,0,2025-12-07T15:10:16Z,2025-12-08T06:46:44Z,False,False,https://hasanshiri.online,MIT License,"ai-assisted-development, ai-development, claude, claude-code, code-documentation, code-efficiency, code-navigation, context-engineering, context-management, developer-productivity",,0,User
R_kgDOQezHuw,rostvilikiy-beep/kv-manager,"🌐 Manage Cloudflare KV seamlessly with an intuitive interface, leveraging advanced technologies for robust and efficient data handling.",1,0,2025-11-28T14:25:36Z,2025-12-28T23:01:44Z,False,False,,MIT License,"ai, cloudflare, cloudflare-kv, cloudflare-pages, cloudflare-worker, cloudflare-workers, developer-productivity, developer-tools, development-tools, github-sso","Dockerfile, JavaScript, HTML, TypeScript, CSS",0,User
R_kgDOQep-Xg,lis186/gitlab-mr-cli,GitLab MR 分析 CLI 工具 - 分析 Merge Request 週期時間、分支健康度、CI/CD 健康度與團隊效率趨勢,1,0,2025-11-28T09:54:41Z,2025-12-11T07:22:29Z,False,False,,,"cli, code-review, cycle-time, developer-productivity, devops, dora-metrics, gitlab, merge-request, typescript","Shell, JavaScript, TypeScript",0,User
R_kgDOQcXRCQ,Idan15113/d1-manager,🗄️ Manage your D1 database on Cloudflare efficiently with d1-manager for streamlined operations and enhanced security.,1,0,2025-11-24T23:47:00Z,2025-12-29T04:51:34Z,False,False,,MIT License,"bun, cloudflare, cloudflare-d1, cloudflare-d1-with-drizzle-orm, cloudflare-workers, cloudflare-zero-trust, d1, d1-cn, developer-productivity, developer-utility","Dockerfile, JavaScript, HTML, TypeScript, CSS",0,User
R_kgDOQFUoNg,rkneela0912/pr-size-labeler,"🏷️ Automatically label pull requests based on size (XS, S, M, L, XL) to speed up code reviews",1,0,2025-10-19T15:21:39Z,2025-10-26T01:57:31Z,False,False,,MIT License,"automation, ci-cd, code-review, developer-productivity, github-action, labels, pull-request, pr-size",JavaScript,0,User
R_kgDOPoswxw,ChecKMarKDevTools/markdown-publisher-toolkit,"🚧 POC: A lightweight toolkit for publishing Markdown blogs anywhere. Convert and style posts with ease, add custom themes, and streamline cross-posting from platforms like Dev.to to other communities.",1,0,2025-09-02T19:35:58Z,2025-09-14T05:37:46Z,False,False,,Other,"automation, blog, blog-api, blog-template, blog-theme, content-automation, converter, developer-portfolio, developer-productivity, developer-tools","JavaScript, HTML, TypeScript, Shell",0,Organization
R_kgDOPngwAg,tidusjar/OctoBar,"GitHub notifications, without the noise.",1,0,2025-08-31T20:45:33Z,2025-09-10T08:39:16Z,False,False,,Other,"github, notifications, developer-productivity, electron, github-client, github-notifications, macos-app, menubar-app, react, octobar","Shell, TypeScript, CSS, HTML, JavaScript, Batchfile",0,User
R_kgDOPipRQw,sdntsng/gh-productivity,"Comprehensive GitHub organization analytics with interactive dashboards for tracking developer productivity, commit quality, and team performance metrics across all repositories",1,0,2025-08-22T21:48:14Z,2025-08-28T04:06:12Z,False,False,https://github.com/sdntsng/gh-productivity,MIT License,"code-metrics, commit-analysis, developer-dashboard, developer-productivity, git-insights, github-analytics, github-api, productivity-tracking, team-metrics, team-performance",Python,4,User
R_kgDOPg7F6Q,syntax-fail/better-comments-plus-plus,,1,0,2025-08-20T04:21:19Z,2025-08-20T07:34:55Z,False,True,https://marketplace.visualstudio.com/items?itemName=syntax-fail.better-comments-plus-plus,MIT License,"developer-productivity, formatting, vscode, vscode-extension","Shell, JavaScript, Python, PHP, Common Lisp, Lua, Haskell, Groovy, Fortran, Clojure",0,Organization
R_kgDOPb2WZw,yigitkonur/codex-cli-orchestrator,"CLI for safe, parallel LLM code generation on codebases. Features dry-run modes, resumability, and a database-free file state system.",1,0,2025-08-11T06:55:12Z,2025-12-02T20:08:14Z,False,False,,MIT License,"code-transformation, developer-productivity, openai-codex, parallel-processing, batch-refactor, bulk-code-refactoring, code-modernization","Makefile, Python",0,User
R_kgDOPX9Sfw,Dere-Wah/revup-vscode,Revup for VSCode: An extension that integrates with skydio/revup to enhance your GitHub PR workflow with smart commit messages and topic management.,1,0,2025-08-04T09:28:28Z,2025-09-09T09:34:32Z,False,False,,MIT License,"code-review, developer-productivity, developer-tools, developers, github, pull-requests, stacked-diffs, version-control, workflow, extension","JavaScript, TypeScript",0,User
R_kgDOPUQwJQ,adamosk/MCPBridge-Landing-Page-Showcase,MCPBridge - Multi-IDE AI Collaboration Platform | Transform your development workflow with seamless AI agent collaboration,1,1,2025-07-28T17:09:02Z,2025-07-28T20:16:10Z,False,False,https://mcpbridge.dev,MIT License,"ai-agents, ai-collaboration, developer-productivity, development-tools, mcp-bridge, team-collaboration, vscode-extension, multi-ide",,0,User
R_kgDOPSCYhg,aarora79/coding-with-ai,"Documenting my experiences with AI-assisted development. Personal insights, discoveries, and reflections on    coding with AI tools.",1,2,2025-07-24T12:21:32Z,2025-11-01T18:33:36Z,False,False,,,"ai-assisted-development, ai-pair-programming, ai-tools, ai-workflow, coding-with-ai, developer-experience, developer-insights, developer-productivity, llm-coding, software-development",,0,User
